prop_type,purpose,covered_area,price,location,beds,baths,amenities
Residential Plot,For Sale,240 Sq. Yd.,10000000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
Corner
File
Sewerage
Electricity
Water Supply
Boundary Wall,Nearby Schools
Nearby Hospitals"
Residential Plot,For Sale,250 Sq. Yd.,2400000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Sewerage
Electricity
Water Supply,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff"
Residential Plot,For Sale,250 Sq. Yd.,5500000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Sewerage
Electricity
Water Supply,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,125 Sq. Yd.,4000000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Possesion
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,"2,000 Sq. Yd.",300000000,"DHA Defence, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
Disputed
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,272 Sq. Yd.,11500000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Sewerage
Electricity
Water Supply,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff"
Residential Plot,For Sale,125 Sq. Yd.,2500000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Sewerage
Electricity
Water Supply,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff"
Industrial Land,For Sale,500 Sq. Yd.,7500000,"Gadap Town, Karachi, Sindh",-,-,
Residential Plot,For Sale,125 Sq. Yd.,2000000,"Bahria Town Karachi, Karachi, Sindh",-,-,"File
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff"
Residential Plot,For Sale,500 Sq. Yd.,50000000,"DHA Defence, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
Disputed
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,120 Sq. Yd.,11800000,"Naya Nazimabad, Karachi, Sindh",-,-,"File
Balloted
Sewerage
Electricity
Water Supply
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,120 Sq. Yd.,13000000,"Naya Nazimabad, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Nearby Public Transport Service"
Residential Plot,For Sale,500 Sq. Yd.,9500000,"DHA City Karachi, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Other Facilities"
Commercial Plot,For Sale,125 Sq. Yd.,25000000,"Saddar Town, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,272 Sq. Yd.,7600000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Sewerage
Electricity
Water Supply,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,240 Sq. Yd.,13000000,"Gadap Town, Karachi, Sindh",-,-,
Residential Plot,For Sale,600 Sq. Yd.,99500000,"Callachi Cooperative Housing Society, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
Disputed
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,400 Sq. Yd.,6500000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
File
Balloted
Sewerage
Electricity
Water Supply
Boundary Wall,Security Staff"
Residential Plot,For Sale,500 Sq. Yd.,8500000,"DHA City Karachi, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Nearby Public Transport Service
Other Nearby Places"
Residential Plot,For Sale,400 Sq. Yd.,52500000,"DHA Defence, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff"
Industrial Land,For Sale,240 Sq. Yd.,12000000,"Hawks Bay Scheme 42, Karachi, Sindh",-,-,
Residential Plot,For Sale,120 Sq. Yd.,6900000,"Gadap Town, Karachi, Sindh",-,-,"Possesion
Park Facing
Sewerage
Water Supply
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,120 Sq. Yd.,9200000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,91 Sq. Yd.,6500000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
Corner
File
Sewerage
Electricity
Water Supply
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,120 Sq. Yd.,7500000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
Sewerage
Electricity
Water Supply
Boundary Wall,Nearby Schools
Nearby Hospitals
Distance From Airport (kms)
Other Nearby Places,Security Staff"
Residential Plot,For Sale,240 Sq. Yd.,12300000,"Gadap Town, Karachi, Sindh",-,-,"Possesion
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,125 Sq. Yd.,2000000,"Bahria Town Karachi, Karachi, Sindh",-,-,"File
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff"
Residential Plot,For Sale,500 Sq. Yd.,10500000,"DHA City Karachi, Karachi, Sindh",-,-,
Residential Plot,For Sale,400 Sq. Yd.,60000000,"Scheme 33, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Commercial Plot,For Sale,433 Sq. Yd.,151500000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
Disputed
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,122 Sq. Yd.,11000000,"Malir, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
Disputed
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Security Staff"
Residential Plot,For Sale,240 Sq. Yd.,21000000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,400 Sq. Yd.,27500000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
Disputed
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Commercial Plot,For Sale,83 Sq. Yd.,26000000,"Scheme 33, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,300 Sq. Yd.,6500000,"DHA City Karachi, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,500 Sq. Yd.,11000000,"DHA City Karachi, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
Disputed
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,125 Sq. Yd.,4000000,"DHA City Karachi, Karachi, Sindh",-,-,"Possesion
Corner
Sewerage
Electricity
Water Supply
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,300 Sq. Yd.,6500000,"DHA City Karachi, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
Disputed
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Commercial Plot,For Sale,100 Sq. Yd.,100000000,"DHA Defence, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,500 Sq. Yd.,8500000,"DHA City Karachi, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Nearby Public Transport Service
Other Nearby Places"
Residential Plot,For Sale,200 Sq. Yd.,5600000,"DHA City Karachi, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,240 Sq. Yd.,22700000,"Scheme 33, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,240 Sq. Yd.,18800000,"Scheme 33, Karachi, Sindh",-,-,
Residential Plot,For Sale,240 Sq. Yd.,11000000,"Scheme 33, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places"
Industrial Land,For Sale,240 Sq. Yd.,12000000,"Kemari Town, Karachi, Sindh",-,-,
Industrial Land,For Sale,320 Sq. Yd.,16800000,"North Karachi, Karachi, Sindh",-,-,
Residential Plot,For Sale,400 Sq. Yd.,27500000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Restaurants
Distance From Airport (kms)
Other Nearby Places,Security Staff"
Residential Plot,For Sale,120 Sq. Yd.,8200000,"Gadap Town, Karachi, Sindh",-,-,"Possesion
Corner
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,300 Sq. Yd.,6500000,"DHA City Karachi, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Nearby Public Transport Service
Other Nearby Places"
Residential Plot,For Sale,120 Sq. Yd.,6400000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
File
Sewerage
Electricity
Water Supply
Boundary Wall,Nearby Schools
Nearby Hospitals
Distance From Airport (kms)
Other Nearby Places,Security Staff"
Residential Plot,For Sale,125 Sq. Yd.,4000000,"DHA City Karachi, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff"
Residential Plot,For Sale,125 Sq. Yd.,4500000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,272 Sq. Yd.,5500000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service,Security Staff"
Residential Plot,For Sale,500 Sq. Yd.,95000000,"DHA Defence, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places"
Residential Plot,For Sale,80 Sq. Yd.,3700000,"Gadap Town, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,120 Sq. Yd.,3500000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
Corner
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Security Staff"
Residential Plot,For Sale,111 Sq. Yd.,350000000,"Clifton, Karachi, Sindh",-,-,"Possesion
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,272 Sq. Yd.,4300000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
Disputed
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,350 Sq. Yd.,14500000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Sewerage
Electricity
Water Supply,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,"1,000 Sq. Yd.",16000000,"DHA City Karachi, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,666 Sq. Yd.,105000000,"DHA Defence, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
Disputed
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,500 Sq. Yd.,57500000,"DHA Defence, Karachi, Sindh",-,-,"Possesion
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,200 Sq. Yd.,4400000,"DHA City Karachi, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,500 Sq. Yd.,9500000,"DHA City Karachi, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff"
Residential Plot,For Sale,240 Sq. Yd.,9000000,"Gadap Town, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
Sewerage
Electricity
Water Supply
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,400 Sq. Yd.,14500000,"Gadap Town, Karachi, Sindh",-,-,"Possesion
Park Facing
Sewerage
Water Supply
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
